Host,Sample,N,tape,licor,cohort_day,cohort_date,day_weight,day_resp,weight,Respiration,Respiration_time,Purge_time
Apple,e,3,orange,6262,5,9/4/18,19,20,5.144,5.91E-02,10:12:24,
Apple,e,4,orange,6262,5,9/4/18,19,20,4.813,0.9053795,10:13:54,
Apple,e,5,orange,6262,5,9/4/18,19,20,5.669,0.1543816,10:15:53,
Apple,e,6,orange,6262,5,9/4/18,19,20,4.967,0.9160929,10:17:31,
Apple,e,7,orange,6262,5,9/4/18,19,20,6.827,7.77E-02,10:19:10,
Apple,e,8,orange,6262,5,9/4/18,19,20,5.961,6.58E-02,10:20:33,
Apple,e,9,orange,6262,5,9/4/18,19,20,4.763,0.0169585,10:21:48,
Apple,e,10,orange,6262,5,9/4/18,19,20,5.322,1.073764,10:23:14,
Apple,e,11,orange,6262,5,9/4/18,19,20,4.197,0.90915,10:24:48,
Apple,e,12,orange,6262,5,9/4/18,19,20,5.802,0.9645984,10:26:31,
Apple,e,13,orange,6262,5,9/4/18,19,20,5.487,0.8513682,10:28:07,
Apple,e,14,orange,6262,5,9/4/18,19,20,4.101,9.97E-02,10:29:46,
Apple,e,15,orange,6262,5,9/4/18,19,20,6.296,0.1239735,10:30:59,
Apple,e,16,orange,6262,5,9/4/18,19,20,5.411,0.7827498,10:32:20,
Apple,e,17,orange,6262,5,9/4/18,19,20,2.517,2.29E-02,10:33:47,
Apple,e,18,orange,6262,5,9/4/18,19,20,4.808,0.8126568,10:34:59,
Apple,e,19,orange,6262,5,9/4/18,19,20,4.609,0.879393,10:36:29,
Apple,b,20,orange,6262,5,9/4/18,19,20,,3.55E-03,10:37:54,
Apple,b,21,orange,6262,5,9/4/18,19,20,,0.0165469,10:38:49,12:38
Apple,e,1,red,7000,6,9/5/18,19,20,4.787,6.91E-02,9:04:08,13:34
Apple,e,2,red,7000,6,9/5/18,19,20,7.061,6.40E-02,9:05:16,
Apple,e,3,red,7000,6,9/5/18,19,20,7.002,0.7030002,9:06:25,
Apple,e,4,red,7000,6,9/5/18,19,20,5.569,5.34E-02,9:07:38,
Apple,e,5,red,7000,6,9/5/18,19,20,6.527,2.41E-02,9:09:15,
Apple,e,6,red,7000,6,9/5/18,19,20,4.991,0.466691,9:10:24,
Apple,e,7,red,7000,6,9/5/18,19,20,7.112,0.0723521,9:11:44,
Apple,e,8,red,7000,6,9/5/18,19,20,5.02,4.21E-02,9:13:17,
Apple,e,9,red,7000,6,9/5/18,19,20,7.309,0.1106039,9:14:31,
Apple,e,10,red,7000,6,9/5/18,19,20,5.895,8.64E-02,9:15:49,
Apple,e,11,red,7000,6,9/5/18,19,20,5.812,7.06E-02,9:17:16,
Apple,e,12,red,7000,6,9/5/18,19,20,7.014,0.0785857,9:18:36,
Apple,e,13,red,7000,6,9/5/18,19,20,6.339,8.67E-02,9:20:03,
Apple,e,14,red,7000,6,9/5/18,19,20,6.003,0.7076389,9:21:18,
Apple,e,15,red,7000,6,9/5/18,19,20,7.099,6.47E-02,9:22:39,
Apple,e,16,red,7000,6,9/5/18,19,20,6.547,0.4464706,9:23:52,
Apple,e,17,red,7000,6,9/5/18,19,20,8.448,0.493857,9:26:18,
Apple,e,18,red,7000,6,9/5/18,19,20,3.956,0.3610231,9:28:01,
Apple,e,19,red,7000,6,9/5/18,19,20,10.197,0.1151914,9:29:09,
Apple,e,20,red,7000,6,9/5/18,19,20,7.069,0.6835032,9:30:30,
Apple,e,21,red,7000,6,9/5/18,19,20,8.962,0.9523988,9:31:41,
Apple,e,22,red,7000,6,9/5/18,19,20,8.804,6.64E-02,9:32:49,
Apple,e,23,red,7000,6,9/5/18,19,20,5.98,0.5890414,9:34:16,
Apple,e,24,red,7000,6,9/5/18,19,20,7.74,6.14E-02,9:35:27,
Apple,e,25,red,7000,6,9/5/18,19,20,8.578,0.8322343,9:36:31,
Apple,e,26,red,7000,6,9/5/18,19,20,5.037,0.5087747,9:37:47,
Apple,e,27,red,7000,6,9/5/18,19,20,7.425,0.702298,9:38:59,
Apple,e,28,red,7000,6,9/5/18,19,20,5.066,7.20E-02,9:40:08,
Apple,e,29,red,7000,6,9/5/18,19,20,8.995,5.35E-02,9:41:25,
Apple,e,30,red,7000,6,9/5/18,19,20,6.341,4.60E-02,9:42:49,
Apple,b,31,red,7000,6,9/5/18,19,20,,9.80E-03,9:43:59,13:41
Apple,e,1,orange,6262,6,9/5/18,19,20,4.887,0.1014433,9:04:08,13:41
Apple,e,2,orange,6262,6,9/5/18,19,20,6.753,6.22E-02,9:05:16,
Apple,e,3,orange,6262,6,9/5/18,19,20,4.458,4.67E-02,9:06:25,
Apple,e,4,orange,6262,6,9/5/18,19,20,6.817,1.042424,9:07:38,
Apple,e,5,orange,6262,6,9/5/18,19,20,6.423,8.09E-02,9:09:15,
Apple,e,6,orange,6262,6,9/5/18,19,20,6.685,9.72E-02,9:10:24,
Apple,e,7,orange,6262,6,9/5/18,19,20,4.672,0.7138696,9:11:44,
Apple,e,8,orange,6262,6,9/5/18,19,20,7.313,0.1307342,9:13:17,
Apple,e,9,orange,6262,6,9/5/18,19,20,6.06,0.088434,9:14:31,
Apple,e,10,orange,6262,6,9/5/18,19,20,3.81,0.5991746,9:15:49,
Apple,e,11,orange,6262,6,9/5/18,19,20,4.419,1.54E-02,9:17:16,
Apple,e,12,orange,6262,6,9/5/18,19,20,6.176,0.9466081,9:18:36,
Apple,e,13,orange,6262,6,9/5/18,19,20,6.634,0.1323158,9:20:03,
Apple,e,14,orange,6262,6,9/5/18,19,20,9.227,0.3028022,9:21:18,
Apple,e,15,orange,6262,6,9/5/18,19,20,8.984,0.1120326,9:22:39,
Apple,e,16,orange,6262,6,9/5/18,19,20,5.239,0.992884,9:23:52,
Apple,e,17,orange,6262,6,9/5/18,19,20,5.363,1.250842,9:26:18,
Apple,e,18,orange,6262,6,9/5/18,19,20,4.415,7.33E-02,9:28:01,
Apple,e,19,orange,6262,6,9/5/18,19,20,6.067,5.94E-02,9:29:09,
Apple,e,20,orange,6262,6,9/5/18,19,20,4.401,0.0874826,9:30:30,
Apple,e,21,orange,6262,6,9/5/18,19,20,8.904,0.1067939,9:31:41,
Apple,e,22,orange,6262,6,9/5/18,19,20,4.379,0.6717116,9:32:49,
Apple,e,23,orange,6262,6,9/5/18,19,20,5.454,0.110722,9:34:16,
Apple,e,24,orange,6262,6,9/5/18,19,20,8.827,8.04E-02,9:35:27,
Apple,e,25,orange,6262,6,9/5/18,19,20,6.617,0.1343956,9:36:31,
Apple,e,26,orange,6262,6,9/5/18,19,20,5.723,9.88E-02,9:37:47,
Apple,e,27,orange,6262,6,9/5/18,19,20,5.967,7.61E-02,9:38:59,
Apple,e,28,orange,6262,6,9/5/18,19,20,6.783,0.0727186,9:40:08,
Apple,e,29,orange,6262,6,9/5/18,19,20,5.867,0.6992196,9:41:25,
Apple,e,30,orange,6262,6,9/5/18,19,20,6.143,0.1147143,9:42:49,
Apple,b,31,orange,6262,6,9/5/18,19,20,,1.29E-02,9:43:59,13:50
Apple,e,1,red,7000,7,9/6/18,19,20,6.369,0.2222052,9:42:14,10:35
Apple,e,2,red,7000,7,9/6/18,19,20,6.511,6.04E-02,9:44:03,
Apple,e,3,red,7000,7,9/6/18,19,20,8.511,5.43E-02,9:45:16,
Apple,e,4,red,7000,7,9/6/18,19,20,5.173,9.39E-02,9:46:29,
Apple,e,5,red,7000,7,9/6/18,19,20,6.772,6.27E-02,9:47:47,
Apple,e,6,red,7000,7,9/6/18,19,20,6.689,6.61E-02,9:49:17,
Apple,e,7,red,7000,7,9/6/18,19,20,5.364,6.25E-02,9:50:34,
Apple,e,8,red,7000,7,9/6/18,19,20,8.199,0.0404232,9:52:07,
Apple,e,9,red,7000,7,9/6/18,19,20,6.74,0.7576542,9:53:38,
Apple,e,10,red,7000,7,9/6/18,19,20,5.557,0.1734188,9:55:07,
Apple,e,11,red,7000,7,9/6/18,19,20,7.308,0.085843,9:56:26,
Apple,e,12,red,7000,7,9/6/18,19,20,7.659,5.45E-02,9:57:39,
Apple,e,13,red,7000,7,9/6/18,19,20,7.851,0.0593218,9:58:56,
Apple,e,14,red,7000,7,9/6/18,19,20,5.333,0.6482632,10:00:29,
Apple,e,15,red,7000,7,9/6/18,19,20,7.673,8.09E-02,10:01:54,
Apple,e,16,red,7000,7,9/6/18,19,20,6.087,7.52E-02,10:03:11,
Apple,e,17,red,7000,7,9/6/18,19,20,6.213,8.99E-02,10:04:22,
Apple,e,18,red,7000,7,9/6/18,19,20,7.501,9.82E-02,10:05:49,
Apple,e,19,red,7000,7,9/6/18,19,20,7.337,7.42E-02,10:07:25,
Apple,e,20,red,7000,7,9/6/18,19,20,9.609,7.73E-02,10:08:41,
Apple,b,21,red,7000,7,9/6/18,19,20,,4.63E-03,10:10:20,
Apple,b,22,red,7000,7,9/6/18,19,20,,6.22E-03,10:11:28,10:41
Apple,e,1,orange,6262,7,9/6/18,19,20,5.649,0.1056592,9:42:14,10:41
Apple,e,2,orange,6262,7,9/6/18,19,20,4.891,7.02E-02,9:44:03,
Apple,e,3,orange,6262,7,9/6/18,19,20,6.73,0.1102137,9:45:16,
Apple,e,4,orange,6262,7,9/6/18,19,20,6.298,9.89E-02,9:46:29,
Apple,e,5,orange,6262,7,9/6/18,19,20,6.314,0.143848,9:47:47,
Apple,e,6,orange,6262,7,9/6/18,19,20,8.443,0.1090238,9:49:17,
Apple,e,7,orange,6262,7,9/6/18,19,20,5.831,1.097293,9:50:34,
Apple,e,8,orange,6262,7,9/6/18,19,20,6.306,8.83E-02,9:52:07,
Apple,e,9,orange,6262,7,9/6/18,19,20,5.162,6.14E-02,9:53:38,
Apple,e,10,orange,6262,7,9/6/18,19,20,7.799,0.12467,9:55:07,
Apple,e,11,orange,6262,7,9/6/18,19,20,4.654,8.91E-02,9:56:26,
Apple,e,12,orange,6262,7,9/6/18,19,20,5.996,0.1433761,9:57:39,
Apple,e,13,orange,6262,7,9/6/18,19,20,6.128,9.93E-02,9:58:56,
Apple,e,14,orange,6262,7,9/6/18,19,20,8.809,0.1615204,10:00:29,
Apple,e,15,orange,6262,7,9/6/18,19,20,7.144,0.2134865,10:01:54,
Apple,e,16,orange,6262,7,9/6/18,19,20,8.69,8.84E-02,10:03:11,
Apple,e,17,orange,6262,7,9/6/18,19,20,8.581,0.1326539,10:04:22,
Apple,e,18,orange,6262,7,9/6/18,19,20,5.254,1.031264,10:05:49,
Apple,e,19,orange,6262,7,9/6/18,19,20,6.26,0.1888284,10:07:25,
Apple,e,20,orange,6262,7,9/6/18,19,20,5.574,1.02544,10:08:41,
Apple,b,21,orange,6262,7,9/6/18,19,20,,2.61E-03,10:10:20,
Apple,b,22,orange,6262,7,9/6/18,19,20,,1.86E-02,10:11:28,10:45
Apple,e,1,red,7000,8,9/7/18,19,20,9.71,6.69E-02,9:43:47,10:44
Apple,e,2,red,7000,8,9/7/18,19,20,7.056,4.91E-02,9:45:25,
Apple,e,3,red,7000,8,9/7/18,19,20,8.929,4.94E-02,9:46:47,
Apple,e,4,red,7000,8,9/7/18,19,20,6.717,0.1506857,9:48:01,
Apple,e,5,red,7000,8,9/7/18,19,20,5.095,3.87E-02,9:49:42,
Apple,e,6,red,7000,8,9/7/18,19,20,10.434,0.1195854,9:51:08,
Apple,e,7,red,7000,8,9/7/18,19,20,8.924,7.10E-02,9:52:36,
Apple,e,8,red,7000,8,9/7/18,19,20,5.851,0.1778054,9:54:01,
Apple,e,9,red,7000,8,9/7/18,19,20,7.232,0.4037302,9:55:26,
Apple,e,10,red,7000,8,9/7/18,19,20,6.978,6.05E-02,9:57:07,
Apple,e,11,red,7000,8,9/7/18,19,20,2.317,1.40E-02,9:58:23,
Apple,e,12,red,7000,8,9/7/18,19,20,7.075,0.777239,9:59:44,
Apple,e,13,red,7000,8,9/7/18,19,20,4.712,0.1561337,10:01:34,
Apple,e,14,red,7000,8,9/7/18,19,20,5.366,0.5604136,10:03:01,
Apple,e,15,red,7000,8,9/7/18,19,20,5.909,0.6005536,10:04:31,
Apple,e,16,red,7000,8,9/7/18,19,20,6.311,0.8296191,10:05:51,
Apple,e,17,red,7000,8,9/7/18,19,20,6.099,0.9001287,10:08:07,
Apple,e,18,red,7000,8,9/7/18,19,20,4.925,5.11E-02,10:09:50,
Apple,e,19,red,7000,8,9/7/18,19,20,8.182,3.98E-02,10:11:07,
Apple,e,20,red,7000,8,9/7/18,19,20,5.8,9.90E-02,10:12:32,
Apple,b,21,red,7000,8,9/7/18,19,20,,5.61E-03,10:13:55,
Apple,b,22,red,7000,8,9/7/18,19,20,,5.61E-03,10:15:10,10:49
Apple,e,1,orange,6262,8,9/7/18,19,20,8.737,0.2283369,9:43:47,10:49
Apple,e,2,orange,6262,8,9/7/18,19,20,8.119,0.2640488,9:45:25,
Apple,e,3,orange,6262,8,9/7/18,19,20,6.604,0.0999988,9:46:47,
Apple,e,4,orange,6262,8,9/7/18,19,20,7.156,1.391585,9:48:01,
Apple,e,5,orange,6262,8,9/7/18,19,20,5.137,7.81E-02,9:49:42,
Apple,e,6,orange,6262,8,9/7/18,19,20,3.52,7.40E-02,9:51:08,
Apple,e,7,orange,6262,8,9/7/18,19,20,6.048,9.22E-02,9:52:36,
Apple,e,8,orange,6262,8,9/7/18,19,20,6.16,0.1433078,9:54:01,
Apple,e,9,orange,6262,8,9/7/18,19,20,5.765,1.332698,9:55:26,
Apple,e,10,orange,6262,8,9/7/18,19,20,8.24,0.1641282,9:57:07,
Apple,e,11,orange,6262,8,9/7/18,19,20,6.607,0.1163012,9:58:23,
Apple,e,12,orange,6262,8,9/7/18,19,20,3.445,1.47356,9:59:44,
Apple,e,13,orange,6262,8,9/7/18,19,20,2.258,2.27E-02,10:01:34,
Apple,e,14,orange,6262,8,9/7/18,19,20,2.546,0.1871905,10:03:01,
Apple,e,15,orange,6262,8,9/7/18,19,20,5.664,5.25E-02,10:04:31,
Apple,e,16,orange,6262,8,9/7/18,19,20,4.864,5.88E-02,10:05:51,
Apple,e,17,orange,6262,8,9/7/18,19,20,5.272,9.51E-02,10:08:07,
Apple,e,18,orange,6262,8,9/7/18,19,20,7.525,0.1004196,10:09:50,
Apple,e,19,orange,6262,8,9/7/18,19,20,5.15,0.2101761,10:11:07,
Apple,b,20,orange,6262,8,9/7/18,19,20,,1.70E-02,10:13:55,
Apple,b,21,orange,6262,8,9/7/18,19,20,,1.82E-02,10:15:10,10:56
Hawthorn,e,1,red,7000,3,9/23/18,7,8,7.878,0.1959313,9:28:47,13:47
Hawthorn,e,2,red,7000,3,9/23/18,7,8,6.2,0.1328092,9:30:05,
Hawthorn,e,3,red,7000,3,9/23/18,7,8,6.538,0.1384631,9:34:27,
Hawthorn,e,4,red,7000,3,9/23/18,7,8,6.993,0.1146397,9:36:04,
Hawthorn,e,5,red,7000,3,9/23/18,7,8,8.121,0.2014835,9:37:17,
Hawthorn,e,6,red,7000,3,9/23/18,7,8,5.38,0.1288678,9:38:41,
Hawthorn,e,7,red,7000,3,9/23/18,7,8,4.477,1.229758,9:40:08,
Hawthorn,e,8,red,7000,3,9/23/18,7,8,7.532,0.1846491,9:41:35,
Hawthorn,e,9,red,7000,3,9/23/18,7,8,10.3,0.154179,9:42:50,
Hawthorn,e,10,red,7000,3,9/23/18,7,8,7.032,0.1320206,9:44:15,
Hawthorn,e,11,red,7000,3,9/23/18,7,8,6.258,0.1446705,9:45:36,
Hawthorn,e,12,red,7000,3,9/23/18,7,8,9.656,0.1872823,9:46:56,
Hawthorn,e,13,red,7000,3,9/23/18,7,8,6.027,0.1396506,9:48:18,
Hawthorn,e,14,red,7000,3,9/23/18,7,8,5.763,1.306148,9:49:30,
Hawthorn,e,15,red,7000,3,9/23/18,7,8,9.017,0.2115942,9:50:43,
Hawthorn,e,16,red,7000,3,9/23/18,7,8,7.225,0.1875596,9:51:58,
Hawthorn,e,17,red,7000,3,9/23/18,7,8,9.524,2.98E-02,9:53:17,
Hawthorn,e,18,red,7000,3,9/23/18,7,8,7.695,0.1832532,9:54:30,
Hawthorn,e,19,red,7000,3,9/23/18,7,8,8.124,0.1737901,9:55:44,
Hawthorn,e,20,red,7000,3,9/23/18,7,8,4.485,1.36306,9:56:54,
Hawthorn,e,21,red,7000,3,9/23/18,7,8,9.959,0.1816341,9:58:13,
Hawthorn,e,22,red,7000,3,9/23/18,7,8,7.337,0.1273463,9:59:39,
Hawthorn,b,23,red,7000,3,9/23/18,7,8,,7.96E-03,10:01:04,
Hawthorn,b,24,red,7000,3,9/23/18,7,8,,9.58E-03,10:02:02,13:52
Hawthorn,e,1,orange,6262,3,9/23/18,7,8,5.127,1.396966,9:28:47,13:52
Hawthorn,e,2,orange,6262,3,9/23/18,7,8,3.473,0.2564581,9:30:05,
Hawthorn,e,3,orange,6262,3,9/23/18,7,8,4.889,2.256238,9:34:27,
Hawthorn,e,4,orange,6262,3,9/23/18,7,8,7.369,1.347106,9:36:04,
Hawthorn,e,5,orange,6262,3,9/23/18,7,8,7.733,1.19284,9:37:17,
Hawthorn,e,6,orange,6262,3,9/23/18,7,8,10.013,0.249226,9:38:41,
Hawthorn,e,7,orange,6262,3,9/23/18,7,8,3.306,1.573686,9:40:08,
Hawthorn,e,8,orange,6262,3,9/23/18,7,8,6.817,1.214072,9:41:35,
Hawthorn,e,9,orange,6262,3,9/23/18,7,8,4.768,1.274569,9:42:50,
Hawthorn,e,10,orange,6262,3,9/23/18,7,8,3.197,1.33537,9:44:15,
Hawthorn,e,11,orange,6262,3,9/23/18,7,8,11.338,0.3157995,9:45:36,
Hawthorn,e,12,orange,6262,3,9/23/18,7,8,4.798,0.1933218,9:46:56,
Hawthorn,e,13,orange,6262,3,9/23/18,7,8,10.231,0.3406958,9:48:18,
Hawthorn,e,14,orange,6262,3,9/23/18,7,8,5.795,0.8929729,9:49:30,
Hawthorn,e,15,orange,6262,3,9/23/18,7,8,9.006,0.1030281,9:50:43,
Hawthorn,e,16,orange,6262,3,9/23/18,7,8,4.666,0.2093206,9:51:58,
Hawthorn,e,17,orange,6262,3,9/23/18,7,8,4.391,0.2477685,9:53:17,
Hawthorn,e,18,orange,6262,3,9/23/18,7,8,5.5,0.2389543,9:54:30,
Hawthorn,e,19,orange,6262,3,9/23/18,7,8,7.327,0.1786893,9:55:44,
Hawthorn,e,20,orange,6262,3,9/23/18,7,8,7.486,0.2961681,9:56:54,
Hawthorn,e,21,orange,6262,3,9/23/18,7,8,6.927,-2.29E-03,9:58:13,
Hawthorn,e,22,orange,6262,3,9/23/18,7,8,9.811,1.10E-02,9:59:39,
Hawthorn,b,23,orange,6262,3,9/23/18,7,8,,-2.29E-03,10:01:04,
Hawthorn,b,24,orange,6262,3,9/23/18,7,8,,1.10E-02,10:02:02,13:57:00
Hawthorn,e,1,red,7000,4,9/24/18,7,8,6.567,1.747625,8:49:54,10:31
Hawthorn,e,2,red,7000,4,9/24/18,7,8,10.283,0.1888166,8:51:09,
Hawthorn,e,3,red,7000,4,9/24/18,7,8,10.066,0.233904,8:52:35,
Hawthorn,e,4,red,7000,4,9/24/18,7,8,9.754,0.2524456,8:53:47,
Hawthorn,e,5,red,7000,4,9/24/18,7,8,8.736,0.285938,8:55:12,
Hawthorn,e,6,red,7000,4,9/24/18,7,8,10.376,0.2216386,8:56:38,
Hawthorn,e,7,red,7000,4,9/24/18,7,8,9.225,0.2609781,8:58:10,
Hawthorn,e,8,red,7000,4,9/24/18,7,8,6.728,0.6870422,8:59:36,
Hawthorn,e,9,red,7000,4,9/24/18,7,8,6.66,0.16861,9:00:55,
Hawthorn,e,10,red,7000,4,9/24/18,7,8,7.231,0.7215213,9:02:30,
Hawthorn,e,11,red,7000,4,9/24/18,7,8,7.778,0.1722616,9:03:59,
Hawthorn,e,12,red,7000,4,9/24/18,7,8,8.611,0.2370458,9:05:17,
Hawthorn,e,13,red,7000,4,9/24/18,7,8,3.984,0.7958674,9:06:40,
Hawthorn,e,14,red,7000,4,9/24/18,7,8,9.855,0.3235295,9:07:58,
Hawthorn,e,15,red,7000,4,9/24/18,7,8,9.983,0.3087083,9:09:44,
Hawthorn,e,16,red,7000,4,9/24/18,7,8,5.008,1.110511,9:11:20,
Hawthorn,e,17,red,7000,4,9/24/18,7,8,9.367,0.2954526,9:12:38,
Hawthorn,e,18,red,7000,4,9/24/18,7,8,6.618,0.1147828,9:14:03,
Hawthorn,e,19,red,7000,4,9/24/18,7,8,7.699,0.5062324,9:15:18,
Hawthorn,e,20,red,7000,4,9/24/18,7,8,9.968,0.1952904,9:16:51,
Hawthorn,b,21,red,7000,4,9/24/18,7,8,,7.23E-03,9:18:21,
Hawthorn,b,22,red,7000,4,9/24/18,7,8,,9.02E-03,9:19:23,10:35
Hawthorn,e,1,orange,6262,4,9/24/18,7,8,7.258,0.2489911,8:49:54,10:35
Hawthorn,e,2,orange,6262,4,9/24/18,7,8,9.869,3.028428,8:51:09,
Hawthorn,e,3,orange,6262,4,9/24/18,7,8,5.823,0.2325622,8:52:35,
Hawthorn,e,4,orange,6262,4,9/24/18,7,8,10.824,1.260429,8:53:47,
Hawthorn,e,5,orange,6262,4,9/24/18,7,8,6.189,0.9397993,8:55:12,
Hawthorn,e,6,orange,6262,4,9/24/18,7,8,4.49,2.015515,8:56:38,
Hawthorn,e,7,orange,6262,4,9/24/18,7,8,3.229,0.4259947,8:58:10,
Hawthorn,e,8,orange,6262,4,9/24/18,7,8,9.233,0.2848142,8:59:36,
Hawthorn,e,9,orange,6262,4,9/24/18,7,8,4.261,2.379287,9:00:55,
Hawthorn,e,10,orange,6262,4,9/24/18,7,8,9.08,0.292022,9:02:30,
Hawthorn,e,11,orange,6262,4,9/24/18,7,8,6.968,0.1916712,9:03:59,
Hawthorn,e,12,orange,6262,4,9/24/18,7,8,4.476,0.318836,9:05:17,
Hawthorn,e,13,orange,6262,4,9/24/18,7,8,7.564,0.2464532,9:06:40,
Hawthorn,e,14,orange,6262,4,9/24/18,7,8,4.003,2.209853,9:07:58,
Hawthorn,e,15,orange,6262,4,9/24/18,7,8,7.273,0.1714688,9:09:44,
Hawthorn,e,16,orange,6262,4,9/24/18,7,8,5.118,0.1879235,9:11:20,
Hawthorn,e,17,orange,6262,4,9/24/18,7,8,9.594,0.2995402,9:12:38,
Hawthorn,e,18,orange,6262,4,9/24/18,7,8,6.647,5.31E-02,9:14:03,
Hawthorn,e,19,orange,6262,4,9/24/18,7,8,10.671,1.275413,9:15:18,
Hawthorn,e,20,orange,6262,4,9/24/18,7,8,7.109,0.264945,9:16:51,
Hawthorn,b,21,orange,6262,4,9/24/18,7,8,,1.83E-03,9:18:21,
Hawthorn,b,22,orange,6262,4,9/24/18,7,8,,1.30E-02,9:19:23,10:39
Hawthorn,e,1,red,7000,5,9/25/18,7,8,7.496,0.257439,9:08:50,10:26
Hawthorn,e,2,red,7000,5,9/25/18,7,8,2.848,0.0761029,9:10:02,
Hawthorn,e,3,red,7000,5,9/25/18,7,8,6.529,0.1740492,9:11:15,
Hawthorn,e,4,red,7000,5,9/25/18,7,8,10.788,0.2348218,9:12:43,
Hawthorn,e,5,red,7000,5,9/25/18,7,8,6.372,0.1621233,9:13:59,
Hawthorn,e,6,red,7000,5,9/25/18,7,8,6.905,1.951673,9:15:22,
Hawthorn,e,7,red,7000,5,9/25/18,7,8,6.069,0.1396802,9:16:37,
Hawthorn,e,8,red,7000,5,9/25/18,7,8,8.456,0.1834582,9:18:06,
Hawthorn,e,9,red,7000,5,9/25/18,7,8,10.252,0.1974839,9:19:23,
Hawthorn,e,10,red,7000,5,9/25/18,7,8,7.531,0.2198682,9:20:35,
Hawthorn,e,11,red,7000,5,9/25/18,7,8,9.451,0.8803289,9:21:58,
Hawthorn,e,12,red,7000,5,9/25/18,7,8,9.909,0.247627,9:23:30,
Hawthorn,e,13,red,7000,5,9/25/18,7,8,3.361,8.58E-02,9:24:52,
Hawthorn,e,14,red,7000,5,9/25/18,7,8,5.631,3.37E-02,9:26:14,
Hawthorn,e,15,red,7000,5,9/25/18,7,8,8.14,0.1743385,9:27:26,
Hawthorn,e,16,red,7000,5,9/25/18,7,8,4.662,0.1020875,9:28:48,
Hawthorn,e,17,red,7000,5,9/25/18,7,8,5.924,0.1513504,9:30:01,
Hawthorn,e,18,red,7000,5,9/25/18,7,8,7.382,0.6850067,9:31:31,
Hawthorn,e,19,red,7000,5,9/25/18,7,8,11.063,0.2301259,9:32:52,
Hawthorn,e,20,red,7000,5,9/25/18,7,8,5.451,0.10941,9:34:23,
Hawthorn,e,21,red,7000,5,9/25/18,7,8,8.992,0.2562143,9:35:41,
Hawthorn,e,22,red,7000,5,9/25/18,7,8,6.95,0.1412578,9:36:59,
Hawthorn,e,23,red,7000,5,9/25/18,7,8,5.595,1.161861,9:38:18,
Hawthorn,e,24,red,7000,5,9/25/18,7,8,4.304,0.9966956,9:39:35,
Hawthorn,e,25,red,7000,5,9/25/18,7,8,6.952,0.4612836,9:41:04,
Hawthorn,b,26,red,7000,5,9/25/18,7,8,,3.21E-02,9:42:37,10:30
Hawthorn,e,1,orange,6262,5,9/25/18,7,8,5.761,0.2619496,9:08:50,10:30
Hawthorn,e,2,orange,6262,5,9/25/18,7,8,7.681,0.3162879,9:10:02,
Hawthorn,e,3,orange,6262,5,9/25/18,7,8,10.02,1.323132,9:11:15,
Hawthorn,e,4,orange,6262,5,9/25/18,7,8,8.085,0.3262333,9:12:43,
Hawthorn,e,5,orange,6262,5,9/25/18,7,8,3.563,1.911262,9:13:59,
Hawthorn,e,6,orange,6262,5,9/25/18,7,8,4.362,0.2013169,9:15:22,
