"","Ind_ID","tape","Site_name","mass_day10","purge_time_1","day10","cohort_date","cohort_day","Host","rando_assign","uniqueID"
"1",1,"white","Ferris",8.783,"17:04","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w1"
"2",2,"white","Grant",8.631,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w2"
"3",3,"white","Grant",4.26,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w3"
"4",4,"white","Milford",11.242,"","2017-09-14","2017-09-04",12,"Haw","RT eclosion","12w4"
"5",5,"white","Grant",7.141,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w5"
"6",6,"white","Ferris",7.315,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w6"
"7",7,"white","Grant",7.588,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w7"
"8",8,"white","Milford",8.59,"","2017-09-14","2017-09-04",12,"Haw","Simulated Overwintering","12w8"
"9",9,"white","Grant",5.936,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w9"
"10",10,"white","Grant",9.389,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w10"
"11",11,"white","Ferris",5.841,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w11"
"12",12,"white","Grant",8.69,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w12"
"13",13,"white","MSU",7.368,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w13"
"14",14,"white","Grant",7.631,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w14"
"15",15,"white","Ferris",10.224,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w15"
"16",16,"white","Grant",9.863,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w16"
"17",17,"white","Ferris",9.693,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w17"
"18",18,"white","Grant",5.628,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w18"
"19",19,"white","Grant",4.992,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w19"
"20",20,"white","MSU",8.811,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w20"
"21",21,"white","Grant",3.612,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w21"
"22",22,"white","Grant",5.685,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w22"
"23",23,"white","Grant",6.505,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w23"
"24",24,"white","Ferris",10.222,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w24"
"25",25,"white","Grant",5.966,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w25"
"26",26,"white","Grant",9.691,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w26"
"27",27,"white","Ferris",11.557,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w27"
"28",28,"white","Milford",8.866,"","2017-09-14","2017-09-04",12,"Haw","Simulated Overwintering","12w28"
"29",29,"white","Grant",10.679,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w29"
"30",30,"white","Ferris",10.161,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w30"
"31",31,"white","Grant",5.577,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w31"
"32",32,"white","Ferris",5.317,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w32"
"33",33,"white","Grant",4.489,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w33"
"34",34,"white","Grant",4.179,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w34"
"35",35,"white","Grant",8.693,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w35"
"36",36,"white","Milford",8.225,"","2017-09-14","2017-09-04",12,"Haw","Simulated Overwintering","12w36"
"37",37,"white","Grant",9.25,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w37"
"38",38,"white","Grant",5.733,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w38"
"39",39,"white","Grant",7.555,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w39"
"40",40,"white","Ferris",7.29,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w40"
"41",41,"white","Grant",5.884,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w41"
"42",42,"white","Grant",5.95,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w42"
"43",43,"white","Grant",9.32,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w43"
"44",44,"white","Milford",8.947,"","2017-09-14","2017-09-04",12,"Haw","genetic control","12w44"
"45",45,"white","Grant",8.881,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w45"
"46",46,"white","Ferris",8.926,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w46"
"47",47,"white","Grant",6.557,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w47"
"48",48,"white","Milford",9.446,"","2017-09-14","2017-09-04",12,"Haw","genetic control","12w48"
"49",49,"white","Grant",5.402,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w49"
"50",50,"white","Grant",7.689,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w50"
"51",51,"white","Grant",3.825,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w51"
"52",52,"white","Grant",9.341,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w52"
"53",53,"white","Ferris",7.49,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w53"
"54",54,"white","Grant",5.657,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w54"
"55",55,"white","Grant",6.357,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w55"
"56",56,"white","Grant",8.057,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w56"
"57",57,"white","Milford",7.514,"","2017-09-14","2017-09-04",12,"Haw","Simulated Overwintering","12w57"
"58",58,"white","Grant",6.339,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w58"
"59",59,"white","Ferris",7.375,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w59"
"60",60,"white","Grant",7.967,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w60"
"61",61,"white","Ferris",6.43,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w61"
"62",62,"white","Grant",4.48,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w62"
"63",63,"white","Grant",10.278,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w63"
"64",64,"white","Ferris",10.496,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w64"
"65",65,"white","Grant",4.553,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w65"
"66",66,"white","Grant",5.9,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w66"
"67",67,"white","Ferris",7.774,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12w67"
"68",68,"white","Grant",6.874,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w68"
"69",69,"white","Grant",8.439,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w69"
"70",70,"white","Ferris",5.704,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w70"
"71",71,"white","Grant",9.074,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w71"
"72",72,"white","Ferris",8.865,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w72"
"73",73,"white","Grant",8.965,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12w73"
"74",74,"white","Grant",6.209,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w74"
"75",75,"white","Ferris",6.12,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w75"
"76",76,"white","Blank",NA,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12w76"
"77",77,"white","Blank",NA,"17:27","2017-09-14","2017-09-04",12,"Apple","genetic control","12w77"
"78",1,"blue","MSU",10.96,"16:30","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b1"
"79",2,"blue","Grant",8.28,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b2"
"80",3,"blue","Ferris",5.826,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b3"
"81",4,"blue","Grant",9.072,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b4"
"82",5,"blue","Milford",10.207,"","2017-09-14","2017-09-04",12,"Haw","Simulated Overwintering","12b5"
"83",6,"blue","Grant",9.83,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b6"
"84",7,"blue","Grant",8.041,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b7"
"85",8,"blue","Ferris",6.207,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b8"
"86",9,"blue","Grant",3.219,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b9"
"87",10,"blue","Milford",7.591,"","2017-09-14","2017-09-04",12,"Haw","Simulated Overwintering","12b10"
"88",11,"blue","Grant",4.262,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b11"
"89",12,"blue","Ferris",7.036,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b12"
"90",13,"blue","Grant",6.101,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b13"
"91",14,"blue","Grant",5.278,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b14"
"92",15,"blue","Ferris",8.179,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b15"
"93",16,"blue","Grant",6.795,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b16"
"94",17,"blue","Grant",3.936,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b17"
"95",18,"blue","Ferris",5.878,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b18"
"96",19,"blue","Milford",7.784,"","2017-09-14","2017-09-04",12,"Haw","genetic control","12b19"
"97",20,"blue","Grant",6.975,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b20"
"98",21,"blue","Grant",5.98,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b21"
"99",22,"blue","Ferris",6.648,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b22"
"100",23,"blue","Grant",3.357,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b23"
"101",24,"blue","Grant",7.615,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b24"
"102",25,"blue","Grant",6.354,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b25"
"103",26,"blue","MSU",7.667,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b26"
"104",27,"blue","Grant",11.178,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b27"
"105",28,"blue","Ferris",7.68,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b28"
"106",29,"blue","Grant",6.319,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b29"
"107",30,"blue","Ferris",9.913,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b30"
"108",31,"blue","Grant",5.198,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b31"
"109",32,"blue","Grant",7.306,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b32"
"110",33,"blue","Milford",11.694,"","2017-09-14","2017-09-04",12,"Haw","Simulated Overwintering","12b33"
"111",34,"blue","Grant",4.843,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b34"
"112",35,"blue","Grant",6.228,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b35"
"113",36,"blue","Ferris",5.507,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b36"
"114",37,"blue","Grant",7.466,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b37"
"115",38,"blue","Grant",5.143,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b38"
"116",39,"blue","MSU",10.494,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b39"
"117",40,"blue","Grant",5.483,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b40"
"118",41,"blue","Grant",13.129,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b41"
"119",42,"blue","Ferris",7.774,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b42"
"120",43,"blue","Grant",6.99,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b43"
"121",44,"blue","Grant",5.151,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b44"
"122",45,"blue","Milford",8.613,"","2017-09-14","2017-09-04",12,"Haw","RT eclosion","12b45"
"123",46,"blue","Grant",7.819,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b46"
"124",47,"blue","Grant",9.226,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b47"
"125",48,"blue","Ferris",7.463,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b48"
"126",49,"blue","Grant",6.717,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b49"
"127",50,"blue","Grant",8.653,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b50"
"128",51,"blue","Ferris",9.316,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b51"
"129",52,"blue","Grant",8.807,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b52"
"130",53,"blue","Ferris",10.302,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b53"
"131",54,"blue","Grant",7.449,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b54"
"132",55,"blue","Ferris",12.367,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b55"
"133",56,"blue","Grant",7.033,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b56"
"134",57,"blue","Ferris",5.569,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b57"
"135",58,"blue","Ferris",7.024,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b58"
"136",59,"blue","Grant",11,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b59"
"137",60,"blue","Grant",9.636,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b60"
"138",61,"blue","Milford",9.299,"","2017-09-14","2017-09-04",12,"Haw","RT eclosion","12b61"
"139",62,"blue","Grant",7.601,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b62"
"140",63,"blue","Grant",7.574,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b63"
"141",64,"blue","Ferris",7.524,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b64"
"142",65,"blue","Grant",6.879,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b65"
"143",66,"blue","Grant",7.238,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b66"
"144",67,"blue","Milford",11.852,"","2017-09-14","2017-09-04",12,"Haw","Simulated Overwintering","12b67"
"145",68,"blue","Grant",8.935,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b68"
"146",69,"blue","Grant",7.163,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b69"
"147",70,"blue","Ferris",6.897,"","2017-09-14","2017-09-04",12,"Apple","RT eclosion","12b70"
"148",71,"blue","Grant",6.079,"","2017-09-14","2017-09-04",12,"Apple","genetic control","12b71"
"149",72,"blue","Grant",6.829,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b72"
"150",73,"blue","Ferris",8.975,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b73"
"151",74,"blue","Grant",7.815,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b74"
"152",75,"blue","Grant",8.799,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b75"
"153",76,"blue","Blank",NA,"","2017-09-14","2017-09-04",12,"Apple","Simulated Overwintering","12b76"
"154",77,"blue","Blank",NA,"17:03","2017-09-14","2017-09-04",12,"Apple","genetic control","12b77"
